Title,Organization,Level,Ratings,Decription,Skills,Completion Time,Instructor,Cost,Link,short summary
Google Data Analytics (PT),Google,Beginner,4.9,"Conheça as práticas e os processos utilizados por um analista de dados júnior ou associado no trabalho cotidiano.,Conheça as práticas e os processos utilizados por um analista de dados júnior ou associado no trabalho cotidiano.,Aprenda as principais habilidades analíticas (limpeza, análise e visualização de dados) e ferramentas (planilhas, SQL, programação em R, Tableau) ,Aprenda as principais habilidades analíticas (limpeza, análise e visualização de dados) e ferramentas (planilhas, SQL, programação em R, Tableau) ,Entenda como limpar e organizar dados para análise e como completar análises e cálculos usando planilhas, SQL e programação em R,Entenda como limpar e organizar dados para análise e como completar análises e cálculos usando planilhas, SQL e programação em R,Aprenda como visualizar e apresentar descobertas de dados em painéis, apresentações e plataformas de visualização usados com frequência,Aprenda como visualizar e apresentar descobertas de dados em painéis, apresentações e plataformas de visualização usados com frequência,"," Data Analysis, Data Visualization, Exploratory Data Analysis, Process Analysis, Databases, Data Management, Extract, Transform, Load, Statistical Programming, SQL, Business Analysis, Spreadsheet Software, Operational Analysis, Data Analysis Software, Microsoft Excel, Visualization (Computer Graphics), Communication, Critical Thinking, Interactive Data Visualization, Programming Principles, Statistical Visualization, Collaboration, Plot (Graphics), R Programming, Strategy, Tableau Software, Decision Making, Storytelling, Strategy and Operations, Graph Theory, Project Management, Computer Programming, Data Structures, Leadership and Management, System Security, Persona Research, Journalism",3 - 6 Months,Google Career Certificates,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/professional-certificates/analise-de-dados-do-google,"Aprenda as principais habilidades analíticas (limpeza, análise e visualização of dados) and ferramentas (planilhas, SQL, programação em R, Tableau) Conheça as práticas e os processos utilizados by an analista de dados júnior."
The Integration of Art and Science in Modern Dental Medicine,University of Pennsylvania,Intermediate,4.9,"The scope of oral health and its connection to systemic health.,The scope of oral health and its connection to systemic health.,Modern advancements in dentistry and dental technologies.,Modern advancements in dentistry and dental technologies.,Basic foundations of dental education and the field of dental medicine as a whole.,Basic foundations of dental education and the field of dental medicine as a whole.,",check out the website in given url for more information,3 - 6 Months,Dr. Uri Hangorsky,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/art-and-science-of-dental-medicine,"The scope of oral health and its connection to systemic health.,The scope of oral health and its connection to systemic health.,Modern advancements in dentistry and dental technologies.,Modern advancements in dentistry and dental technologies.,Basic foundations of dental education and the field of dental medicine as a whole.,Basic foundations of dental education and the field of dental medicine as a whole.,"
Management Consulting,Emory University,Beginner,4.8,"Problem Solving,Recruiting,Consulting,Management Consulting,Presentation,"," Leadership and Management, Business Communication, Critical Thinking, Problem Solving, Decision Making, Strategy, Business Development, Business Intelligence, Communication, Market Research, Data Analysis, People Analysis, People Management, Process Analysis, Project Management, Strategy and Operations, Data Management",3 - 6 Months,John Kim,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/managementconsulting,"Problem Solving,Recruiting,Consulting,Management Consulting,Presentation,"
The Manager's Toolkit: A Practical Guide to Managing People at Work,University of London,Mixed,4.7,"Decision-Making,Leadership,Management,Performance Management,"," Human Resources, Leadership and Management, People Management, Conflict Management, Decision Making, Human Resources Operations, People Analysis, Performance Management, Recruitment, Business Analysis, Employee Relations, Leadership Development, Organizational Development, People Development",3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/people-management,"Decision-Making,Leadership,Management,Performance Management,"
Photography Basics and Beyond: From Smartphone to DSLR,Michigan State University,Beginner,4.7,"Social Media,Photography,Writing,Copywriting,"," Creativity, Social Media, Operations Management, Writing",3 - 6 Months,Peter Glendinning,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/photography-basics,"Social Media,Photography,Writing,Copywriting,"
Build Dynamic User Interfaces (UI) for Websites,Google,Beginner,4.8,"Apply each step of the UX design thinking framework (empathize, define, ideate, prototype, test) to create a dynamic website.,Apply each step of the UX design thinking framework (empathize, define, ideate, prototype, test) to create a dynamic website.,Plan information architecture and sitemaps for website designs. ,Plan information architecture and sitemaps for website designs. ,Apply common layouts for web pages. ,Apply common layouts for web pages. ,Complete a design project and include it in your professional UX portfolio. ,Complete a design project and include it in your professional UX portfolio. ,"," User Experience, Web Design, Web Development Tools",3 - 6 Months,Google Career Certificates,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/responsive-web-design-adobe-xd,"Apply each step of the UX design thinking framework (empathize, define, ideate, prototype, test) to create a dynamic website.,Apply each step of the UX design thinking framework (empathize, define, ideate, prototype, test) to create a dynamic website.,Plan information architecture and sitemaps for website designs. ,Plan information architecture and sitemaps for website designs. ,Apply common layouts for web pages. ,Apply common layouts for web pages. ,Complete a design project and include it in your professional UX portfolio. ,Complete a design project and include it in your professional UX portfolio. ,"
Assess for Success: Marketing Analytics and Measurement,Google,Beginner,4.6,"Define media planning and strategies,Define media planning and strategies,Describe what defines a successful marketing campaign,Describe what defines a successful marketing campaign,Evaluate metrics against performance goals and make adjustments to a marketing budget or strategy,Evaluate metrics against performance goals and make adjustments to a marketing budget or strategy,Create presentations and reports to update stakeholders on the progress or success of a marketing campaign and important insights,Create presentations and reports to update stakeholders on the progress or success of a marketing campaign and important insights,"," Digital Marketing, Marketing, Marketing Management, Data Analysis, Media Strategy & Planning, Data Management, Market Analysis",3 - 6 Months,Google Career Certificates,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/assess-for-success,"Define media planning and strategies,Define media planning and strategies,Describe what defines a successful marketing campaign,Describe what defines a successful marketing campaign,Evaluate metrics against performance goals and make adjustments to a marketing budget or strategy,Evaluate metrics against performance goals and make adjustments to a marketing budget or strategy,Create presentations and reports to update stakeholders on the progress or success of a marketing campaign and important insights,Create presentations and reports to update stakeholders on the progress or success of a marketing campaign and important insights,"
Certified Business Analysis Professional™ (CBAP®),Starweaver,Intermediate,4.9,"Overview and examples of all 50 business analysis techniques from the BABOK® Guide,Overview and examples of all 50 business analysis techniques from the BABOK® Guide,Gain a deep understanding of all the knowledge areas, perspectives, and techniques from the BABOK Guide,Gain a deep understanding of all the knowledge areas, perspectives, and techniques from the BABOK Guide,Case studies of examples and practical applications of selected techniques to be prepared to answer exam questions,Case studies of examples and practical applications of selected techniques to be prepared to answer exam questions,Gain 35 IIBA development units for certification or re-certification purposes,Gain 35 IIBA development units for certification or re-certification purposes,"," Adaptability, Business Analysis, Collaboration, Communication, Planning, Strategy",3 - 6 Months,Igor Arkhipov,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/certified-business-analysis-professional-cbap,"Overview and examples of all 50 business analysis techniques from the BABOK® Guide,Overview and examples of all 50 business analysis techniques from the BABOK® Guide,Gain a deep understanding of all the knowledge areas, perspectives, and techniques from the BABOK Guide,Gain a deep understanding of all the knowledge areas, perspectives, and techniques from the BABOK Guide,Case studies of examples and practical applications of selected techniques to be prepared to answer exam questions,Case studies of examples and practical applications of selected techniques to be prepared to answer exam questions,Gain 35 IIBA development units for certification or re-certification purposes,Gain 35 IIBA development units for certification or re-certification purposes,"
Medical Neuroscience,Duke University,Advanced,4.9,"Brain,Neurological Disorders,Neurobiology,Neurology,", Health,3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/medical-neuroscience,"Brain,Neurological Disorders,Neurobiology,Neurology,"
Machine Learning for Trading,Google Cloud,Intermediate,3.9,"Understand the structure and techniques used in machine learning, deep learning, and reinforcement learning (RL) strategies.,Understand the structure and techniques used in machine learning, deep learning, and reinforcement learning (RL) strategies.,Describe the steps required to develop and test an ML-driven trading strategy.,Describe the steps required to develop and test an ML-driven trading strategy.,Describe the methods used to optimize an ML-driven trading strategy.,Describe the methods used to optimize an ML-driven trading strategy.,Use Keras and Tensorflow to build machine learning models.,Use Keras and Tensorflow to build machine learning models.,"," Financial Analysis, Machine Learning, Finance, Algorithms, Financial Management, Investment Management, Leadership and Management, Market Analysis, Risk Management, Strategy, Applied Machine Learning, Machine Learning Algorithms, Artificial Neural Networks, Deep Learning, Google Cloud Platform, Human Learning, Cloud Computing, Reinforcement Learning, Python Programming",3 - 6 Months,Jack Farmer,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/machine-learning-trading,"Understand the structure and techniques used in machine learning, deep learning, and reinforcement learning (RL) strategies.,Understand the structure and techniques used in machine learning, deep learning, and reinforcement learning (RL) strategies.,Describe the steps required to develop and test an ML-driven trading strategy.,Describe the steps required to develop and test an ML-driven trading strategy.,Describe the methods used to optimize an ML-driven trading strategy.,Describe the methods used to optimize an ML-driven trading strategy.,Use Keras and Tensorflow to build machine learning models.,Use Keras and Tensorflow to build machine learning models.,"
Calculus for Machine Learning and Data Science,DeepLearning.AI,Beginner,4.8,"Analytically optimize different types of functions commonly used in machine learning using properties of derivatives and gradients ,Analytically optimize different types of functions commonly used in machine learning using properties of derivatives and gradients ,Approximately optimize different types of functions commonly used in machine learning,Approximately optimize different types of functions commonly used in machine learning,Visually interpret differentiation of different types of functions commonly used in machine learning,Visually interpret differentiation of different types of functions commonly used in machine learning,Perform gradient descent in neural networks with different activation and cost functions,Perform gradient descent in neural networks with different activation and cost functions,"," Machine Learning, Calculus, Differential Equations, Mathematics, Machine Learning Algorithms, Regression, Algebra, Algorithms, Artificial Neural Networks",3 - 6 Months,Luis Serrano,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/machine-learning-calculus,"Analytically optimize different types of functions commonly used in machine learning using properties of derivatives and gradients ,Analytically optimize different types of functions commonly used in machine learning using properties of derivatives and gradients ,Approximately optimize different types of functions commonly used in machine learning,Approximately optimize different types of functions commonly used in machine learning,Visually interpret differentiation of different types of functions commonly used in machine learning,Visually interpret differentiation of different types of functions commonly used in machine learning,Perform gradient descent in neural networks with different activation and cost functions,Perform gradient descent in neural networks with different activation and cost functions,"
Excel Skills for Business: Essentials,Macquarie University,Beginner,4.9,"Graphs,Spreadsheet,Microsoft Excel,Chart,"," Microsoft Excel, Spreadsheet Software, Data Visualization, Plot (Graphics), Data Analysis, Leadership and Management",3 - 6 Months,Nicky Bull,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/excel-essentials,"Graphs,Spreadsheet,Microsoft Excel,Chart,"
Machine Learning Foundations for Product Managers,Duke University,Beginner,4.6,"Modeling,Predictive Analytics,Data Science,Artificial Neural Network,Machine Learning,"," Machine Learning, Machine Learning Algorithms, Probability & Statistics, Regression, Applied Machine Learning, Data Analysis, Data Mining, Deep Learning, Algorithms, Data Science",3 - 6 Months,Jon Reifschneider,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/machine-learning-foundations-for-product-managers,"Modeling,Predictive Analytics,Data Science,Artificial Neural Network,Machine Learning,"
Microsoft Windows Defender and Firewall for Beginners,IBM,Beginner,4.1,"Locate Microsoft Windows Security Virus and Threat Protection Settings,Locate Microsoft Windows Security Virus and Threat Protection Settings,Run Microsoft Windows Defender Antivirus Quick Scan ,Run Microsoft Windows Defender Antivirus Quick Scan ,Configure Microsoft Windows Firewall Rules ,Configure Microsoft Windows Firewall Rules ,",check out the website in given url for more information,Less Than 2 Hours,IBM Skills Network Team,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/projects/microsoft-windows-defender-and-firewall-for-beginners,"Locate Microsoft Windows Security Virus and Threat Protection Settings,Locate Microsoft Windows Security Virus and Threat Protection Settings,Run Microsoft Windows Defender Antivirus Quick Scan ,Run Microsoft Windows Defender Antivirus Quick Scan ,Configure Microsoft Windows Firewall Rules ,Configure Microsoft Windows Firewall Rules ,"
Large Language Model Operations (LLMOps),Duke University,Beginner,4.5,"Azure Databricks,"," Cloud API, Cloud Computing, Data Science, Machine Learning, Python Programming",3 - 6 Months,Derek Wales,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/large-language-model-operations,"Azure Databricks,"
Learning How to Learn: Powerful mental tools to help you master tough subjects,Deep Teaching Solutions,Beginner,4.8,"Test Preparation,Learning To Learn,Pomodoro Technique,Meta Learning,"," Business Psychology, Entrepreneurship, Human Learning, Leadership and Management",3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/learning-how-to-learn,"Test Preparation,Learning To Learn,Pomodoro Technique,Meta Learning,"
Probability & Statistics for Machine Learning & Data Science,DeepLearning.AI,Beginner,4.6,"Describe and quantify the uncertainty inherent in predictions made by machine learning models,Describe and quantify the uncertainty inherent in predictions made by machine learning models,Visually and intuitively understand the properties of commonly used probability distributions in machine learning and data science,Visually and intuitively understand the properties of commonly used probability distributions in machine learning and data science,Apply common statistical methods like maximum likelihood estimation (MLE) and maximum a priori estimation (MAP) to machine learning problems,Apply common statistical methods like maximum likelihood estimation (MLE) and maximum a priori estimation (MAP) to machine learning problems,,,Assess the performance of machine learning models using interval estimates and margin of errors ,Assess the performance of machine learning models using interval estimates and margin of errors ,,,"," General Statistics, Probability & Statistics, Statistical Analysis",3 - 6 Months,Luis Serrano,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/machine-learning-probability-and-statistics,"Describe and quantify the uncertainty inherent in predictions made by machine learning models,Describe and quantify the uncertainty inherent in predictions made by machine learning models,Visually and intuitively understand the properties of commonly used probability distributions in machine learning and data science,Visually and intuitively understand the properties of commonly used probability distributions in machine learning and data science,Apply common statistical methods like maximum likelihood estimation (MLE) and maximum a priori estimation (MAP) to machine learning problems,Apply common statistical methods like maximum likelihood estimation (MLE) and maximum a priori estimation (MAP) to machine learning problems,,,Assess the performance of machine learning models using interval estimates and margin of errors ,Assess the performance of machine learning models using interval estimates and margin of errors ,,,"
Reducing Gun Violence in America: Evidence for Change,Johns Hopkins University,Beginner,4.7,"Gun Violence Epidemiology,Community Change,American Law & Policy,Public Health Interventions,", Exploratory Data Analysis,3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/gun-violence,"Gun Violence Epidemiology,Community Change,American Law & Policy,Public Health Interventions,"
Microsoft Azure Data Scientist Associate (DP-100),Microsoft,Intermediate,4.3,"Manage Azure resources for machine learning,Manage Azure resources for machine learning,Run experiments and train models,Run experiments and train models,Deploy and operationalize ethical machine learning solutions,Deploy and operationalize ethical machine learning solutions,"," Machine Learning, Microsoft Azure, Applied Machine Learning, Machine Learning Algorithms, Machine Learning Software, Cloud Computing, Python Programming, Human Learning, Algorithms, Big Data, Cloud Applications, Data Analysis, Regression, Extract, Transform, Load, Training, Exploratory Data Analysis, Cloud Platforms, Data Management, Cloud Storage, Deep Learning, Experiment",3 - 6 Months, Microsoft,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/professional-certificates/azure-data-scientist,"Manage Azure resources for machine learning,Manage Azure resources for machine learning,Run experiments and train models,Run experiments and train models,Deploy and operationalize ethical machine learning solutions,Deploy and operationalize ethical machine learning solutions,"
Excel Skills for Data Analytics and Visualization,Macquarie University,Intermediate,4.8,"Data Analysis,Microsoft Excel,Data Visualization,"," Business Analysis, Spreadsheet Software, Data Analysis, Data Analysis Software, Data Management, Data Visualization, Microsoft Excel, Exploratory Data Analysis, Statistical Visualization, Data Model, Data Structures, Data Visualization Software, Database Design, Plot (Graphics), Visual Design, Big Data, Power BI",3 - 6 Months,Dr Prashan S. M. Karunaratne,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/excel-data-analytics-visualization,"Data Analysis,Microsoft Excel,Data Visualization,"
ITIL 4 Exam Preparation,LearnQuest,Mixed,4.7,"ITIL 4 Foundation topics,ITIL Terminogy,"," Organizational Development, Leadership and Management, Planning",3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/itil-4-exam-preparation,"ITIL 4 Foundation topics,ITIL Terminogy,"
IBM z/OS Mainframe Practitioner,IBM ,Intermediate,4.7,"Mainframe,security,IBM Z,z systems,Linux,"," Operating Systems, System Programming, Computer Programming, Computer Programming Tools, Computer Architecture, Data Management, Theoretical Computer Science, Databases, Operations Management, Software-Defined Networking, User Experience",3 - 6 Months,Jeff Bisti,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/professional-certificates/ibm-z-mainframe,"Mainframe,security,IBM Z,z systems,Linux,"
Programming with JavaScript,Meta,Beginner,4.7,"Creating simple JavaScript codes.,Creating simple JavaScript codes.,Creating and manipulating objects and arrays.,Creating and manipulating objects and arrays.,Writing unit tests using Jest ,Writing unit tests using Jest ,"," Javascript, Front-End Web Development, Computer Programming, Web Development Tools",3 - 6 Months,Taught by Meta Staff,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/programming-with-javascript,"Creating simple JavaScript codes.,Creating simple JavaScript codes.,Creating and manipulating objects and arrays.,Creating and manipulating objects and arrays.,Writing unit tests using Jest ,Writing unit tests using Jest ,"
Software Design and Architecture,University of Alberta,Beginner,4.6,"Software Architecture,Java,Software Design Pattern,Object-Oriented Programming (OOP),"," Software Architecture, Software Engineering, Systems Design, Programming Principles, Computer Programming, System Software, Application Development, Computer Architecture, Design and Product, Java Programming, Product Design, Software Engineering Tools, Problem Solving, Computational Thinking, Project Management, Data Visualization, Process Analysis",3 - 6 Months,Kenny Wong,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/software-design-architecture,"Software Architecture,Java,Software Design Pattern,Object-Oriented Programming (OOP),"
Data Visualization with Python,IBM,Intermediate,4.5,"Implement data visualization techniques and plots using Python libraries, such as Matplotlib, Seaborn, and Folium to tell a stimulating story,Implement data visualization techniques and plots using Python libraries, such as Matplotlib, Seaborn, and Folium to tell a stimulating story,Create different types of charts and plots such as line, area, histograms, bar, pie, box, scatter, and bubble,Create different types of charts and plots such as line, area, histograms, bar, pie, box, scatter, and bubble,Create advanced visualizations such as waffle charts, word clouds, regression plots, maps with markers, & choropleth maps,Create advanced visualizations such as waffle charts, word clouds, regression plots, maps with markers, & choropleth maps,Generate interactive dashboards containing scatter, line, bar, bubble, pie, and sunburst charts using the Dash framework and Plotly library,Generate interactive dashboards containing scatter, line, bar, bubble, pie, and sunburst charts using the Dash framework and Plotly library,"," Python Programming, Computer Programming, Data Analysis, Data Visualization",3 - 6 Months,Saishruthi Swaminathan,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/python-for-data-visualization,"Implement data visualization techniques and plots using Python libraries, such as Matplotlib, Seaborn, and Folium. Create different types of charts and plots such as line, area, histograms, bar, pie, box, scatter, and bubble. Generate interactive dashboards using the Dash framework and Plotly library."
Six Sigma Green Belt,University System of Georgia,Intermediate,4.7,"Lean Six Sigma,Process Improvement,Six Sigma Green Belt,Six Sigma,"," Data Analysis, Probability & Statistics, Business Analysis, Process Analysis, Statistical Analysis, General Statistics, Operational Analysis, Business Process Management, Organizational Development, Performance Management, Problem Solving, Project Management, Statistical Tests, Statistical Visualization, Strategy and Operations, Decision Making, Leadership and Management, Mathematics, Operations Management, Basic Descriptive Statistics, Supply Chain and Logistics, Entrepreneurship, Planning, Probability Distribution, Customer Analysis, Mathematical Theory & Analysis, Experiment, Interactive Data Visualization",3 - 6 Months,"Gregory Wiles, PhD",FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/six-sigma-green-belt,"Lean Six Sigma,Process Improvement,Six Sigma Green Belt,Six Sigma,"
Machine Learning Data Lifecycle in Production,DeepLearning.AI,Advanced,4.3," , ,Identify responsible data collection for building a fair ML production system.,Identify responsible data collection for building a fair ML production system.,Implement feature engineering, transformation, and selection with TensorFlow Extended,Implement feature engineering, transformation, and selection with TensorFlow Extended,Understand the data journey over a production system’s lifecycle and leverage ML metadata and enterprise schemas to address quickly evolving data.,Understand the data journey over a production system’s lifecycle and leverage ML metadata and enterprise schemas to address quickly evolving data.,"," Python Programming, Statistical Programming, Tensorflow, Exploratory Data Analysis, Feature Engineering, Machine Learning, Probability & Statistics",3 - 6 Months,Robert Crowe,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/machine-learning-data-lifecycle-in-production," , ,Identify responsible data collection for building a fair ML production system.,Identify responsible data collection for building a fair ML production system.,Implement feature engineering, transformation, and selection with TensorFlow Extended,Implement feature engineering, transformation, and selection with TensorFlow Extended,Understand the data journey over a production system’s lifecycle and leverage ML metadata and enterprise schemas to address quickly evolving data.,Understand the data journey over a production system’s lifecycle and leverage ML metadata and enterprise schemas to address quickly evolving data.,"
Futures Thinking,Institute for the Future,Beginner,4.8,"Build your future forecasting skills.,Build your future forecasting skills.,Learn how to use Institute for the Future’s most powerful foresight tools, designed to help you spot new opportunities for innovation and invention.,Learn how to use Institute for the Future’s most powerful foresight tools, designed to help you spot new opportunities for innovation and invention.,Gain insight into the most important new technologies, global events and big ideas that are already shaping the future.,Gain insight into the most important new technologies, global events and big ideas that are already shaping the future.,Think more creatively and optimistically about what’s possible in the future.,Think more creatively and optimistically about what’s possible in the future.,"," Adaptability, Creativity, Forecasting, Critical Thinking, Innovation, Human Learning, Decision Making, Strategy, Problem Solving, Collaboration, Communication, People Analysis, Planning, Research and Design, Scientific Visualization, Strategy and Operations, Emotional Intelligence, Business Transformation, Storytelling, Game Theory, Internet Of Things, Leadership Development",3 - 6 Months,Jane McGonigal,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/futures-thinking,"Build your future forecasting skills.,Build your future forecasting skills.,Learn how to use Institute for the Future’s most powerful foresight tools, designed to help you spot new opportunities for innovation and invention.,Learn how to use Institute for the Future’s most powerful foresight tools, designed to help you spot new opportunities for innovation and invention.,Gain insight into the most important new technologies, global events and big ideas that are already shaping the future.,Gain insight into the most important new technologies, global events and big ideas that are already shaping the future.,Think more creatively and optimistically about what’s possible in the future.,Think more creatively and optimistically about what’s possible in the future.,"
First Step Korean,Yonsei University,Beginner,4.9,"Grammar,Writing,Korean Language,Speech,"," Communication, Culture, Writing",3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/learn-korean,"Grammar,Writing,Korean Language,Speech,"
Viral Marketing and How to Craft Contagious Content,University of Pennsylvania,Mixed,4.8,"Social Network,Viral Marketing,Marketing,Marketing Strategy,"," Brand Management, Communication, Critical Thinking, Influencing, Marketing, Media Strategy & Planning, People Analysis, Social Media, Strategy, Market Analysis",3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/wharton-contagious-viral-marketing,"Social Network,Viral Marketing,Marketing,Marketing Strategy,"
Python Data Structures,University of Michigan,Beginner,4.9,"Explain the principles of data structures & how they are used,Explain the principles of data structures & how they are used,Create programs that are able to read and write data from files,Create programs that are able to read and write data from files,Store data as key/value pairs using Python dictionaries,Store data as key/value pairs using Python dictionaries,Accomplish multi-step tasks like sorting or looping using tuples,Accomplish multi-step tasks like sorting or looping using tuples,"," Algorithms, Computational Logic, Computational Thinking, Computer Programming, Critical Thinking, Data Analysis, Data Management, Data Structures, Problem Solving, Python Programming, Software Engineering",3 - 6 Months,Charles Russell Severance,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/python-data,"Explain the principles of data structures & how they are used,Explain the principles of data structures & how they are used,Create programs that are able to read and write data from files,Create programs that are able to read and write data from files,Store data as key/value pairs using Python dictionaries,Store data as key/value pairs using Python dictionaries,Accomplish multi-step tasks like sorting or looping using tuples,Accomplish multi-step tasks like sorting or looping using tuples,"
Sales Training for High Performing Teams,HubSpot Academy,Beginner,4.7,"Sales Management,Sales,strategy,career growth,"," Sales, Strategy, Customer Relationship Management, Marketing, Communication, Leadership and Management, B2B Sales, Inside Sales, Prospecting and Qualification, Sales Systems, People Analysis, Negotiation, Business Communication, Decision Making, Business Analysis",3 - 6 Months,Kyle Jepson,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/sales-training-high-performing-teams,"Sales Management,Sales,strategy,career growth,"
Assets in Accounting,Intuit,Beginner,4.4,"Summarize the common types of assets a business may have.,Summarize the common types of assets a business may have.,Describe the importance of control over inventory.,Describe the importance of control over inventory.,Outline how depreciation expense is reported on an income statement.,Outline how depreciation expense is reported on an income statement.,Illustrate how transactions can be recorded in terms of the resulting change in the elements of the accounting equation.,Illustrate how transactions can be recorded in terms of the resulting change in the elements of the accounting equation.,"," Accounting, General Accounting, Accounts Payable and Receivable, Cost Accounting, Finance, Financial Accounting, Financial Management, Inventory Management",3 - 6 Months,Intuit Academy Team,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/accounting-assets,"Summarize the common types of assets a business may have.,Summarize the common types of assets a business may have.,Describe the importance of control over inventory.,Describe the importance of control over inventory.,Outline how depreciation expense is reported on an income statement.,Outline how depreciation expense is reported on an income statement.,Illustrate how transactions can be recorded in terms of the resulting change in the elements of the accounting equation.,Illustrate how transactions can be recorded in terms of the resulting change in the elements of the accounting equation.,"
Teach English Now! Foundational Principles,Arizona State University,Mixed,4.9,"Understand ways to motivate and properly engage students,Understand ways to motivate and properly engage students,Maintain control of a classroom and avoid teacher burnout,Maintain control of a classroom and avoid teacher burnout,Describe the distinction between learning and acquisition,Describe the distinction between learning and acquisition,Use technology to your advantage in the classroom,Use technology to your advantage in the classroom,", Mergers & Acquisitions,3 - 6 Months,Emilia Gracia,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/english-principles,"Understand ways to motivate and properly engage students,Understand ways to motivate and properly engage students,Maintain control of a classroom and avoid teacher burnout,Maintain control of a classroom and avoid teacher burnout,Describe the distinction between learning and acquisition,Describe the distinction between learning and acquisition,Use technology to your advantage in the classroom,Use technology to your advantage in the classroom,"
"Songwriting: Writing, Arranging, and Producing Music",Berklee,Beginner,4.8,"Generate lyrics that effectively convey the emotions you want to express,Generate lyrics that effectively convey the emotions you want to express,Create melodies and accompaniment that support your lyrics,Create melodies and accompaniment that support your lyrics,Develop balanced arrangements for live and recorded performances,Develop balanced arrangements for live and recorded performances,Produce song demos using a DAW,Produce song demos using a DAW,", Writing,3 - 6 Months,Erin Barra,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/songwriting,"Generate lyrics that effectively convey the emotions you want to express,Generate lyrics that effectively convey the emotions you want to express,Create melodies and accompaniment that support your lyrics,Create melodies and accompaniment that support your lyrics,Develop balanced arrangements for live and recorded performances,Develop balanced arrangements for live and recorded performances,Produce song demos using a DAW,Produce song demos using a DAW,"
Investment Management,University of Geneva,Beginner,4.7,"Investment Management,Risk Management,Financial Markets,Finance,"," Finance, Investment Management, Leadership and Management, Financial Analysis, Risk Management, Financial Management, Market Analysis, Strategy, Decision Making, Behavioral Economics, Correlation And Dependence, Market Research, Performance Management, Probability & Statistics, Securities Trading, Business Psychology, Mathematical Theory & Analysis, Banking, Statistical Analysis",3 - 6 Months,University of Geneva- Michel Girardin,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/investment-management,"Investment Management,Risk Management,Financial Markets,Finance,"
